resume_text,jd_text,matched_score
"Career Objective: 
Skills: Computer System Building and Repair, Hardware and Software Installation, Diagnostic Software Utilities, Remote Access, Networking, Computer Management, CNNs, LSTMs, PyTorch
Education: B.S. at Bob Jones University
Major: Computer Science
Experience: Collins Aerospace, Aeronix Inc., Netalytics","Job Title: Data Engineer
Education Requirement: Bachelor of Science (BSc)
Experience Requirement: 5 to 8 years
Responsibilities: Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning
Skills Required: Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",0.716666667
"Career Objective: 
Skills: C/Python, R, STK, CATIA, ANSYS, LaTeX, SolidWorks, Microsoft Office, Microsoft Project
Education: High School Diploma, Bachelor of Science, BE Bachelor of Engineering (Honours) (Aerospace) at NORTMEAD HIGH SCHOOL, UNIVERSITY OF NEW SOUTH WALES (UNSW)
Major: MATHEMATICS, PHYSICS, CHEMISTRY, ENGINEERING, Aerospace
Experience: Company Name, Company Name, Company Name","Job Title: DevOps Engineer
Education Requirement: Bachelor/Honors
Experience Requirement: At least 3 years
Responsibilities: Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability
Skills Required: Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",0.85
"Career Objective: 
Skills: Data Science, Machine Learning, Business Analysis, Business Analytics, Data Analysis, Data Analytics
Education: B.Tech, MBa at RCC IT, Kolkata, Praxis School of Business, Kolkata
Major: Computer Science, N/A
Experience: IRRM International","Job Title: Intern (Generative AI Engineering - 2D/3D Image Generation)
Education Requirement: Bachelor of Science (BSc)
Experience Requirement: 
Responsibilities: Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration
Skills Required: ",0.683333333
"Career Objective: 
Skills: Data Analyst, Data Mining, Data Visualization, Machine Learning, Linear Regression, Statistical Modeling, Predictive Modeling, SQL Server, Oracle, Python
Education: B.Tech at Garodia Institute of Technosciences
Major: Civil
Experience: DICTIS","Job Title: Executive/ Sr. Executive -IT
Education Requirement: Bachelor of Science (BSc) in Computer Science & Engineering
Experience Requirement: 3 to 5 years
Responsibilities: Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support
Skills Required: ",0.65
"Career Objective: PhD cleanroom expert looking for an opportunity to work as a full-time module/process engineer in Lam Research
Skills: Academic, Documentation, Edge, Fiber optics, Laser, Mechanical, Scanning
Education: Ph. D, M. S, B. S at University of Washington, National Taiwan University, National Central University Taiwan
Major: Mechanical Engineering, Bio-Industrial Mechatronics Engineering, Mechanical Engineering
Experience: N/A, N/A, N/A","Job Title: Executive - VAT
Education Requirement: BBA in Accounting and Finance
Experience Requirement: 1 to 3 years
Responsibilities: Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks
Skills Required: VAT and Tax",0.626666667
"Career Objective: 
Skills: Business Development & Sales Leadership, Sales Presentations, Client Development, Strategic Planning, Market Expansion, Team Building & Leadership, Client Engagement, Market Analysis/Competitive Positioning, Sales Forecasting, Vendor Sourcing/Relations, Change Management, Process Improvement, Profit Improvement, account management, streamline, business development, cold calling, compliance management, inventory management, inventory levels, inventory control, logistics, mailing, marketing strategies, process management, sales, VoIP
Education: Bachelor of Arts at UNIVERSITY OF COLORADO
Major: Business Administration
Experience: Company Name, Company Name, Company Name, Company Name","Job Title: Data Engineer
Education Requirement: Bachelor of Science (BSc)
Experience Requirement: 5 to 8 years
Responsibilities: Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning
Skills Required: Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",0.65
"Career Objective: A challenging position in a Manufacturing, Engineering, or Research & Development environment where my overall technical background, along with my leadership and decision making capabilities will be combined to contribute to company goals, enlargement, & productivity.
Skills: Data entry, Employee training, Equipment maintenance, ERP : Microsoft AX Dynamics, Failure analysis, Inspection, Lean manufacturing, Mechanical processes, protocols execution, Supervisory, System integration, Team player, Troubleshooting
Education: Diploma at East Boston High School
Major: [None]
Experience: Company Name, Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Manager- Human Resource Management (HRM)

Education Requirement: Masters degree in any discipline, Bachelor of Business Administration (BBA)
Experience Requirement: 5 to 6 years
Responsibilities: Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution
Skills Required: HRM Report
Human Resource Management
NGO",0.85
"Career Objective: 
Skills: Communication Skills, High efficiency, High attention to Details, ERP/Accounting systems Proficiency, Advanced utilization Microsoft Office Suite, Excel
Education: Master of Business, Bachelor of Commerce at Monash University, Victoria University
Major: Accounting, Accounting & Finance
Experience: Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Full Stack Developer (Python,React js)
Education Requirement: Bachelor/Honors
Experience Requirement: 3 to 7 years
Responsibilities: Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting
Skills Required: ",0.65
"Career Objective: Fresher python developer interested in data analytics and machine learning.
Skills: Machine Learning, Data processing, Data visualization, Deep Learning, SQL, Python Programming, PyCharm, Django
Education: B.Tech at Heramba Chandra College
Major: CSE
Experience: DKB Innovations","Job Title: Mechanical Engineer
Education Requirement: Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical
Experience Requirement: 2 to 5 years
Responsibilities: Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance
Skills Required: Maintenance  and Troubleshooting
Mechanical",0.333333333
"Career Objective: Currently seeking opportunities as an Analyst as well as Machine Learning Engineer.
Skills: Data science, Deep learning, Neural networks, Artificial intelligence, Machine learning, Regression Analysis, Data structures, Embedded C, Microcontroller, Arduino, Network Management
Education: B.Tech at Cummins College of Engineering, Pune
Major: N/A
Experience: Tata Sons","Job Title: Intern (Generative AI Engineering - 2D/3D Image Generation)
Education Requirement: Bachelor of Science (BSc)
Experience Requirement: 
Responsibilities: Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration
Skills Required: ",0.873333333
"Career Objective: 
Skills: Data Science, Data Analysis, Machine Learning, Deep Learning, Statistical Analysis, Data Mining, Computer Vision, Algorithm Development, Linear Regression, Market Basket Analysis, Python, R, SQL, NoSQL
Education: B.Com, PG Diploma at Delhi College of Art, Aegis School of Business & Data Science
Major: Commerce, Data Science and Business Analytics
Experience: HP, Adnet Global","Job Title: Manager- Human Resource Management (HRM)

Education Requirement: Masters degree in any discipline, Bachelor of Business Administration (BBA)
Experience Requirement: 5 to 6 years
Responsibilities: Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution
Skills Required: HRM Report
Human Resource Management
NGO",0.783333333
"Career Objective: Recently graduated fresher experienced in Machine Learning and Natural Language Processing looking for roles that involve projects in the same.
Skills: Python Programming, Machine Learning, Natural language Processing, Numpy, NLTK, Text Analysis, Transformers, Series Analysis, Conversational AI
Education: B.Tech at KCCE University
Major: Computers
Experience: eLevaTe LtD.","Job Title: Manager- Human Resource Management (HRM)

Education Requirement: Masters degree in any discipline, Bachelor of Business Administration (BBA)
Experience Requirement: 5 to 6 years
Responsibilities: Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution
Skills Required: HRM Report
Human Resource Management
NGO",0.35
"Career Objective: Extremely motivated to constantly develop my skills and grow professionally. I am confident in my ability to come up with innovative solutions and maintain better software development practices.
Skills: Python, Machine Learning, Deep Learning, Data Analysis, Computer Vision, AWS, Scikit-Learn, Numpy, Java, C++, SAP
Education: B.TECH at V.V.I.T
Major: N/A
Experience: ACS Solutions Pvt. Ltd.","Job Title: Data Engineer
Education Requirement: Bachelor of Science (BSc)
Experience Requirement: 5 to 8 years
Responsibilities: Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning
Skills Required: Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",0.65
"Career Objective: 
Skills: Data Science, Data Analytics, Database Management, Data Analysis, Data Mining, Data Modelling, Data Integration, Machine Learning, Statistical Modelling, Natural Language Processing, Predictive Analytics, Python, SQL, Flask
Education: B.Tech/B.E. at Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal
Major: Computers
Experience: Sadhana Consultants","Job Title: Head of Internal Control & Compliance (ICC) - SEVP/DMD
Education Requirement: Masters, Master of Business Administration (MBA), Master of Business Management (MBM)
Experience Requirement: At least 15 years
Responsibilities: 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws
Skills Required: AUDIT AND INSPECTION
Banking
Internal Audit",0.45
"Career Objective: Passionate, motivated and highly conjugated towards a building mentality. Perfecting for a better code is always my ideology.
Skills: Machine Learning, Data Structures, Data Mining, Data Modeling, Python, Java Programming, Algorithms
Education: B.Sc at Chadrasekhar University, Mangalore
Major: Statistics
Experience: Kinsgley Co., CIS IT Services","Job Title: Senior Software Engineer
Education Requirement: B.Sc in Computer Science & Engineering from a reputed university.
Experience Requirement: At least 1 year
Responsibilities: Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits





Skills Required: ",0.75
"Career Objective: Petroleum Engineering Graduate and Military Veteran seeking a full-time position in an organization that will allow for professional growth, a long career, and meaningful employment.
Skills: SolidWorks 2005, Electrical drafting, Tube furnaces, administrative, cash receipts, customer service, directing, instruction, inventory, leadership, logistics, machinery, marketing, mentoring, natural gas, organizing, personnel, police, progress, promotion, proposals, quality, quality control, reading, reconciling, risk management, safety, sales, supervisory, supervision
Education: Bachelor of Science at LOUISIANA STATE UNIVERSITY
Major: Petroleum Engineering
Experience: Company Name, Company Name, Company Name, Company Name","Job Title: Full Stack Developer (Python,React js)
Education Requirement: Bachelor/Honors
Experience Requirement: 3 to 7 years
Responsibilities: Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting
Skills Required: ",0.75
"Career Objective: Seeking for full time position where I can apply my technical knowledge & skills for continuous improvement.
Skills: MS Office, Minitab, PowerPoint, Excel, Solid works, AutoCAD, Pro E, MS Access, SAP, Java, C, C++, Visual Basic, R, Python, AutoCAD, C, C++, Calibration, charts, data analysis, Database, designing, documentation, Forecasting, IMS, inspection, inventory, ISO, ISO 9001, Java, Lean Manufacturing, MS Access, Excel, MS Office, PowerPoint, Minitab, process improvement, Programming, Python, quality, safety, SAP, SAP R/3, Scheduling, Siemens, Solid works, SOP, Strategy/planning, supervising 4, Visual Basic, reduce waste
Education: Masters of Science, Bachelor of Engineering at University of Texas, Mumbai University
Major: Industrial Engineering Production & Inventory management, Production Engineering Manufacturing, Planning and Supply Chain
Experience: Company Name, Company Name, Company Name","Job Title: Site Engineer
Education Requirement: Bachelor of Science (BSc) in Civil Engineering
Experience Requirement: 1 to 2 years
Responsibilities: Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks





Skills Required: AutoCAD
Communication and negotiation skills
Internet
MS Office",0.793333333
"Career Objective: 
Skills: ProEngineer/CREO, MiniTab, MS Office Suite, MS Project, MS Visio, Injection Molding, Trackwise, Catsweb, Manufacturing, Assembly, Automation, Budget, Calibration, CNC, Coaching, Stat Graphics, Process Engineering, Manufacturing process development and improvement, Manufacturing yield improvement, CIP
Education: Master of Science, Bachelor of Arts at UNIVERSITY OF VIRGINIA, COLBY COLLEGE
Major: Mechanical Engineering, Physics and Biology
Experience: Company Name, Company Name, Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Executive - VAT
Education Requirement: BBA in Accounting and Finance
Experience Requirement: 1 to 3 years
Responsibilities: Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks
Skills Required: VAT and Tax",0.65
"Career Objective: 
Skills: Deep learning, Python, SQL, Keras, PyTorch, PySpark, Data Science, Data Analysis, Machine Learning, Natural Language Processing, Artificial Intelligence, Computer Vision, Pattern Recognition, NLP, OpenCV, Image Processing
Education: Dual Degree (B.tech + M.Tech)(Chemical) at Indian Institute of Technology (IIT), Kharagpur
Major: Chemical
Experience: Innoplexus","Job Title: Senior iOS Engineer
Education Requirement: Bachelor of Science (BSc) in Computer Science
Experience Requirement: At least 4 years
Responsibilities: iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality
Skills Required: iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.816666667
"Career Objective: Hard working recent graduate intending a part time or full time job to build experience in a Civil Engineering working environment. Bringing Civil Engineering office and field experience in roadway design and traffic engineering.
Skills: accounting software, AutoCAD, balance, budget, capital expenditures, handling cash, Civil Engineering, interpersonal communications, Consulting, contracts, prepare contract, Client, customer care, DC, Design and Construction, Engineering Design, expense reports, filing, marketing research, Materials, meetings, MS Excel, office, MS PowerPoint, MS Word, MicroStation, peak, Prime, project plans, Express, recording, Specification, Transportation, utilities, written communication
Education: Bachelor of Science at George Mason University
Major: Civil Engineering
Experience: Company Name, Company Name, Company Name, Company Name","Job Title: Data Science Engineer
Education Requirement: Bachelor of Science (BSc) in Computer Science & Engineering
Experience Requirement: At least 2 years
Responsibilities: Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support
Skills Required: Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",0.296666667
"Career Objective: 
Skills: Administrative support, scheduling appointments, benefits, billing, conferences, Contract administration, data base, documentation, filing, forms, home care, home health, Human Resources, HR, insurance, maintaining inventory, leadership, Director, Management Skills, market, SharePoint, Internet Research, patient safety, personnel, policies, presentations, pricing, public relations, purchasing, quality, research, scheduling, staffing, phone, transportation, travel arrangements
Education: Bachelor of Sciences at Keiser University
Major: Interdisciplinary Studies
Experience: Company Name, Company Name, Company Name, Company Name, Company Name","Job Title: Executive/ Senior Executive- Trade Marketing, Hygiene Products
Education Requirement: Master of Business Administration (MBA)
Experience Requirement: At least 3 years
Responsibilities: Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking
Skills Required: Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.85
"Career Objective: 
Skills: Plastics Manufacturing Processes, Process Engineering & QA Management, New product design and development, AutoCAD, Bluehill testing software, Solidworks, Algore FEA, Matlab, Microsoft Office, ISO 9001/AS9100 standards, ASTM Material testing and chemical evaluations of materials, Design and drafting of custom seal solutions, ProE, Ansys, LabView
Education: ['BS', None] at University of Texas, FE-Texas
Major: ['Mechanical Engineering', None]
Experience: Company Name, Company Name, Company Name","Job Title: Head of Internal Control & Compliance (ICC) - SEVP/DMD
Education Requirement: Masters, Master of Business Administration (MBA), Master of Business Management (MBM)
Experience Requirement: At least 15 years
Responsibilities: 15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws
Skills Required: AUDIT AND INSPECTION
Banking
Internal Audit",0.383333333
"Career Objective: A highly experienced skilled graduate with Analytics degree with a very good experience in SAS, Web scraping, SQL, Predictive modelling and data visualization. Excellent ability in identifying data requirements for analysis, data cleaning, munging and model building; Ensures the organization uses it effectively to reach profit and growth objectives. Comfortable with data handling, modeling, and coding, and have an appreciation of what makes sense from a business standpoint. More than six years of experience working as a researcher, data analyst, and environmental science and Technology Instructor. Experience in SQL, data warehousing, maintaining, securing and stabilizing data layers and testing to identify data and product defects introduced in the system. Customer segmentation, product positioning and mapping and conjoint analysis Modelling: Design and implement statistical / predictive models and cutting edge algorithms utilizing diverse sources of data to predict Diversified experience with Engineering, Manufacturing, Retailing, Higher Education and IT /Data related companies Fascinated by learning cutting edge technologies, such as; Data Mining and Machine Learning Handled a team of 4 during my 3 years of Tech experience and managed more than 200 students and effectively evaluated the performance of each student and utilize assessment methods to judge overall progress during my teaching experience.
Skills: ASP.NET 4.5, academic, Clustering, consulting, curriculum development, customer satisfaction, data analysis, data mining, data warehouse, Databases, database, database design, database management, data warehousing, environmental protection, Environmental Science, GIS, HTML, instructor, Lecturer, legal, machine learning, managing, materials, meetings, C#, Microsoft SQL, modeling, Natural, Oracle, process development and engineering, processes, progress, Python, quality, researching, research, SAS, shipping, SPSS, SQL, Statistics, Tableau, teaching, technical support, workshops
Education: Master of Science, Master of Science, Bachelor of Science at University of New Hampshire, UNESCO-IHE, Debub University
Major: Analytics, Environmental Science and Technology, Resource Management
Experience: Company Name, Company Name, Company Name","Job Title: Full Stack Developer (Python,React js)
Education Requirement: Bachelor/Honors
Experience Requirement: 3 to 7 years
Responsibilities: Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting
Skills Required: ",0.936666667
"Career Objective: I am a fresher business analyst with a knack for building applications that use machine learning and deep learning.
Skills: Business Analyst, Data Analysis, Machine Learning, Python, C++, DotNet, Java, PyTorch
Education: B.Tech (Civil) at Institute of Technology, Banaras Hindu University
Major: Civil
Experience: CITI","Job Title: Executive/ Senior Executive- Trade Marketing, Hygiene Products
Education Requirement: Master of Business Administration (MBA)
Experience Requirement: At least 3 years
Responsibilities: Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking
Skills Required: Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.65
"Career Objective: 
Skills: assisted living, interpersonal and communication, insurance, internal medicine, managing, marketing, marketing/sales, meetings, mentor, office, networking, organizing, orthopedics, outside sales, physical therapy, rehabilitation, sales, seminars, Team player, time management
Education: B.A at ARIZONA STATE UNIVERSITY
Major: Organizational Communication Business Management
Experience: Company Name, Company Name, Company Name, Company Name","Job Title: Asst. Manager/ Manger (Administrative)
Education Requirement: Bachelor/Honors
Experience Requirement: At least 5 years
Responsibilities: Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation
Skills Required: •Administration
•Health Safety and Environment
•Safety and Security Management",0.8266666666666667
